Job_Title,Company,City,State,Work_Type,Min_Salary,Max_Salary,Unit,Posted_Date,Skills,Avg_Salary,Job
Data Analyst (6257U) 77671,University of California Berkeley,Berkeley,CA,Full-time | Contract,88900.0,99996.0,Year,12.0,"['Cloud infrastructure', 'Research', 'Mid-level', 'Statistical analysis', 'Analysis skills', 'Project management', ""Bachelor's degree"", 'Machine learning', 'JavaScript', 'GitHub', 'Data science', 'TypeScript']",94448.0,Data Analyst
Power BI Reporting Analyst,Intone Networks,New York,NY,Contract,101000.0,127000.0,Year,12.0,['Power BI'],114000.0,Data Analyst
Fee-for-Service Claims & Payment Models Business Analyst,State of Colorado,Denver,CO,Full-time,5845.0,7599.0,Year,10.0,['7 years'],6722.0,Data Analyst
Marketing Data Analyst,Mercy Ships,Lindale,TX,Full-time,48000.0,52000.0,Year,10.0,"['Microsoft Excel', ""Bachelor's degree"", 'Data management', 'Data entry', 'Macros', 'Pivot tables', 'Marketing', 'Entry level']",50000.0,Data Analyst
"Data Analyst, E-Commerce - USDS",TikTok,Los Angeles,CA,Unknown,101080.0,168888.0,Year,7.0,"['Statistics', 'Mid-level', 'E-commerce', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data analytics']",134984.0,Data Analyst
"AIML Data Operations Annotation Analyst, Chilean Spanish language",Apple,Austin,TX,Unknown,52200.0,70300.0,Year,7.0,"['Spanish', 'Customer service', 'Writing skills', 'English', 'Analysis skills', ""Bachelor's degree"", 'AI']",61250.0,Data Analyst
Safety & Sustainability Data Analyst,TBC Corporation,Palm Beach Gardens,FL,Unknown,40600.0,52800.0,Year,12.0,"['Bilingual', 'Spanish', 'English', 'Mid-level', 'Analysis skills']",46700.0,Data Analyst
Data Analyst,OneZero Solutions,Washington,DC,Full-time,80800.0,102000.0,Year,3.0,"['Data mining', 'Data analysis skills']",91400.0,Data Analyst
Data Intelligence Research Analyst,CBRE,Washington,DC,Full-time,60000.0,66300.0,Year,6.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'R', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Pivot tables', 'Python']",63150.0,Data Analyst
Quality Data Analyst - USDS,TikTok,Los Angeles,CA,Unknown,83600.0,135111.0,Year,6.0,"['Power BI', 'Management', 'Research', 'Mid-level', 'Tableau', '3 years', 'SQL', 'Analysis skills', 'Organizational skills', 'Data visualization']",109355.5,Data Analyst
IT Business Analyst,SMX USA,San Juan,PR,Contract,30.0,30.0,Hour,6.0,"['Jira', 'Spanish', 'Kanban', 'English']",30.0,Data Analyst
Data Analyst - Research,City of Hope,Duarte,CA,Full-time,35.68,55.31,Hour,6.0,"['Mid-level', 'Survival analysis', '3 years', 'Finance', 'Analysis skills', ""Bachelor's degree"", 'Machine learning', 'Regression analysis']",45.495000000000005,Data Analyst
Analyst - Instructional Data Reporting,Jeffco Public Schools,Jefferson County,CO,Full-time,88435.0,105358.0,Year,7.0,"['Microsoft Excel', '5 years', 'R', 'Data analysis skills', 'Mid-level', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data entry', 'Data visualization']",96896.5,Data Analyst
Data Analyst,Pallet Logistics of America,Fort Smith,AR,Full-time,80000.0,120000.0,Year,6.0,"['Statistics', 'Computer science', 'Power BI', 'Data modeling', 'Microsoft Excel', 'Azure', 'Oracle', 'Data mining', 'XML', 'SAS', 'ETL pipeline development', '5 years', 'Writing skills', 'R', 'Information Systems', 'Snowflake', 'Java', 'SQL', 'Database design', 'Statistical analysis', 'Analysis skills', ""Driver's License"", ""Bachelor's degree"", 'Microsoft Certified: Power BI Data Analyst Associate', 'Azure Data Factory', 'Trade school', 'Warehouse experience', 'ETL', 'Computer skills', '1 year', 'Data warehouse', 'Python', 'Entry level', 'HTML', 'Data extraction', 'Certified Analytics Professional']",100000.0,Data Analyst
Data Analyst,CACI,Pacific,MO,Full-time,63300.0,129700.0,Year,6.0,"['Power BI', 'Microsoft Excel', 'Computer Science', 'Data analysis skills', 'Mid-level', 'Tableau', '3 years', ""Bachelor's degree"", 'Data analytics', 'Product demos', 'Exercise planning', 'Computer skills', 'Communication skills']",96500.0,Data Analyst
Entry-Level Data Analyst,The Cervantes Group,San Juan,PR,Contract | Internship,62325.87219178082,84745.32857020549,Year,6.0,"['Bilingual', 'Spanish', 'Power BI', 'Microsoft Excel', 'Data analysis skills', 'Microsoft SQL Server', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Telecommunication', 'Agile', '1 year', 'Business requirements', ""Associate's degree"", 'Entry level']",73535.60038099316,Data Analyst
Test Data Analyst,Lockheed Martin,Grand Prairie,TX,Full-time,62325.87219178082,84745.32857020549,Year,6.0,"['Jira', 'Microsoft Excel', 'Mathematics', 'Mid-level', 'Multivariate testing', 'Tableau', 'Analysis skills', ""Bachelor's degree"", 'Data analytics', 'Agile', 'Integration testing', 'Communication skills']",73535.60038099316,Data Analyst
Research Data Analyst I,Oregon Health & Science University,Portland,OR,Full-time,57928.0,86882.0,Year,0.20833333333333334,"['Statistical software', 'Clinical research', 'SAS', 'Master of Public Health', 'R', 'Research', 'Microsoft Office', 'Stata', ""Master's degree"", 'Statistical analysis', 'Database management', ""Bachelor's degree"", 'Public Health', 'Epidemiology', 'Organizational skills', 'Clinical trials', 'Good Clinical Practice', 'SPSS', '2 years', 'Entry level', 'FDA regulations']",72405.0,Data Analyst
Construction Data Analyst - Entry Level,"KENPAT GULF COAST, LLC",Tampa,FL,Full-time,36800.0,50900.0,Year,5.0,"['Power BI', 'Microsoft Excel', 'Macros', 'Pivot tables', 'AI', 'Data transformation', 'Communication skills']",43850.0,Data Analyst
On-Site RMC Data Analyst,Remote Monitoring Center,Cut Off,LA,Full-time,50000.0,74100.0,Year,5.0,"['Statistical software', 'Statistics', 'Data analysis skills', 'Mid-level', 'Algorithms', 'Analysis skills', 'Machine learning', 'Communication skills']",62050.0,Data Analyst
EVENT DATA ANALYST,Transcolines Inc.,North Little Rock,AR,Unknown,29100.0,34300.0,Year,5.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Microsoft Office', ""Driver's License"", 'Computer skills', 'Phone etiquette', 'Communication skills']",31700.0,Data Analyst
Data Analyst I (Onsite position),Red River Bank,Alexandria,LA,Full-time,37200.0,51100.0,Year,5.0,"['Application development', 'Databases', 'OOP', 'Analysis skills', ""Bachelor's degree"", 'Computer skills', 'Communication skills']",44150.0,Data Analyst
Business Analyst,"Sandhills Global, Inc.",Lincoln,NE,Full-time,43900.0,52800.0,Year,5.0,"['Mid-level', 'Organizational skills']",48350.0,Data Analyst
Associate Analytics & Insights Analyst,SellEthics Marketing Group,United States,Unknown,Unknown,29300.0,33700.0,Year,5.0,"['Nielsen', 'Entry level']",31500.0,Data Analyst
Associate Analyst,Milwaukee Electric Tool Corporation,Greenwood,MS,Full-time,50400.0,63800.0,Year,0.6666666666666666,"['Mid-level', 'Microsoft Office', 'Project management', ""Bachelor's degree"", 'Typing']",57100.0,Data Analyst
Associate Intelligence Analyst,ViaPath Technologies,Columbus,OH,Full-time,46500.0,59200.0,Year,0.5833333333333334,"['Spanish', 'Data mining', 'English', 'Windows', 'Microsoft Office', 'Analysis skills', ""Bachelor's degree"", 'Intelligence analysis', 'Communication skills', 'Entry level']",52850.0,Data Analyst
Warehouse System Analyst (Entry Level),Kiss Products,Ellabell,GA,Full-time,19.25,36.55,Hour,0.5833333333333334,"['Computer science', 'Computer Science', 'Bachelor of Science', 'English', 'SQL', 'Korean', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'Warehouse experience', 'Computer skills', 'Entry level', 'Under 1 year']",27.9,Data Analyst
Data Privacy Analyst,Intone Networks,Chicago,IL,Contract,79600.0,109000.0,Year,0.5833333333333334,[],94300.0,Data Analyst
Data Analyst,Sadup Softech,United States,Unknown,Contract,42700.0,56400.0,Year,0.5833333333333334,"['Microsoft Excel', 'Data analysis skills', 'Mid-level', '3 years', 'Algorithms', 'SQL', 'Contracts', 'Technical writing', 'Communication skills']",49550.0,Data Analyst
ERP Data Analyst,Sun Nuclear Corp,Melbourne,FL,Full-time,61000.0,84300.0,Year,10.0,[],72650.0,Data Analyst
IT Data Analyst Market Research and Power BI Experience,Realign LLC,Georgia,Unknown,Contract,39800.0,55200.0,Year,10.0,"['Jira', 'Power BI', 'Microsoft Excel', 'Microsoft SQL Server', 'Mid-level', 'Tableau', 'SQL', 'Market research', 'Scrum', 'Communication skills', 'HEDIS']",47500.0,Data Analyst
Condition Based Analyst,Kraft Heinz Company,Muscatine,IA,Full-time,32.99,32.99,Hour,10.0,[],32.99,Data Analyst
"Management Analyst 1, HR",Franklin County Department of Human Resources,Columbus,OH,Full-time,25.48,25.48,Hour,12.0,"['Mid-level', 'Supervising experience', '2 years']",25.48,Data Analyst
Business Analyst,JAMY INTERACTIVE,Santa Clara,CA,Contract,25.0,30.0,Hour,4.0,"['Microsoft Powerpoint', 'Salesforce', 'Research', 'Business development', 'Analysis skills', 'Market research', 'Communication skills', 'Entry level']",27.5,Data Analyst
Curation Data Analyst,FlexIT Inc,Beaverton,OR,Full-time,63100.0,85700.0,Year,4.0,['Data analysis skills'],74400.0,Data Analyst
Police - Crime Analyst,City of Edmond,Edmond,OK,Full-time,26.67,29.18,Hour,4.0,"['Bilingual', 'Mid-level', 'High school diploma or GED', 'Analysis skills', ""Driver's License""]",27.925,Data Analyst
"Analytic Product Operation, Data Platform",TikTok,Seattle,WA,Unknown,38.37,62.93,Hour,4.0,['Mid-level'],50.65,Data Analyst
Data Analyst I,Bernhard LLC,Little Rock,AR,Full-time,54500.0,70800.0,Year,4.0,"['Computer science', 'Power BI', 'Microsoft Excel', 'Computer Science', 'Information Systems', 'Data governance', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'Data management', 'SharePoint', 'Data visualization', 'Communication skills', 'Entry level']",62650.0,Data Analyst
Financial Analyst,Financial Consulting Strategies,New Jersey,Unknown,Unknown,53000.0,69600.0,Year,4.0,"['Writing skills', 'Analysis skills', 'Communication skills']",61300.0,Data Analyst
Technical Issue Resolution Specialist,"MedTrak, Inc.",United States,Unknown,Full-time,35000.0,45000.0,Year,7.0,"['CRM software', 'Teamwork', 'Collaboration', 'Customer service', 'Client communication', 'Organizational skills', 'Remote technical support', 'Communication skills', 'Entry level', 'Under 1 year', 'Time management']",40000.0,Data Analyst
Database Analyst,Intone Networks,Tallahassee,FL,Contract,99000.0,116000.0,Year,12.0,[],107500.0,Data Analyst
Police Data Analyst,Louisville Metro Government,Louisville,KY,Full-time,23.77,23.77,Hour,12.0,"['Utilization review', 'Data structures', 'Mid-level']",23.77,Data Analyst
Business and Process Reporting Analyst 1,4P Consulting Inc.,Atlanta,GA,Full-time,47300.0,71900.0,Year,12.0,[],59600.0,Data Analyst
Reporting Analyst,CUSTOM DESIGN BENEFITS LLC,Cincinnati,OH,Full-time,55000.0,70000.0,Year,12.0,"['Microsoft Excel', 'VBA']",62500.0,Data Analyst
Marketing & Data Insights Analyst,Metro Communications Co.,Sullivan,IL,Full-time,45000.0,50000.0,Year,12.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'NetSuite', 'Mid-level', 'Analysis skills', 'Pivot tables', 'Marketing analytics', 'HubSpot', '2 years', 'Marketing']",47500.0,Data Analyst
IT Business Analyst / PM,Intone Networks,Saint Paul,MN,Contract,91100.0,114000.0,Year,6.0,[],102550.0,Data Analyst
IT Financial Data Analyst,Intone Networks,Brewster,NY,Contract,83300.0,108000.0,Year,6.0,[],95650.0,Data Analyst
Data Analyst Clerk (Temp),Mazza Recycling,Township of Wall,NJ,Part-time,20.0,20.0,Hour,6.0,"['Microsoft Excel', 'Microsoft Office', 'Analysis skills', 'Data entry', 'Computer skills', 'Communication skills', 'Entry level']",20.0,Data Analyst
MARKETING ANALYTICS DATA ANALYST,Seminole Hard Rock Support Services,Davie,FL,Full-time,48700.0,59000.0,Year,6.0,"['Microsoft Excel', 'Oracle', 'Casino', 'Marketing', 'Direct marketing', 'Mid-level', 'Tableau', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'AI', ""Associate's degree""]",53850.0,Data Analyst
Data Research Analyst (PHX),Matthews Real Estate Investment Services,Scottsdale,AZ,Unknown,44600.0,52500.0,Year,6.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Customer service', 'Salesforce', 'Mid-level', 'Microsoft Office']",48550.0,Data Analyst
Product Analyst,Reynolds and Reynolds,College Station,TX,Full-time,51300.0,60300.0,Year,7.0,"['3 years', 'Analysis skills', ""Driver's License"", 'Computer skills', 'Communication skills']",55800.0,Data Analyst
Content Data Analyst - USDS,TikTok,Los Angeles,CA,Unknown,101080.0,168888.0,Year,7.0,"['Social media management', 'QlikView', 'Mid-level', 'Tableau', '3 years', 'SQL', 'Presentation skills', 'Data science', 'Data visualization']",134984.0,Data Analyst
Business Analyst,CIGNEX Datamatics,United States,Unknown,Unknown,67600.0,92900.0,Year,7.0,[],80250.0,Data Analyst
ECONOMIC ANALYST TRAINEE,Norfolk Southern Corp,Atlanta,GA,Unknown,49700.0,81000.0,Year,7.0,"['Microsoft Powerpoint', 'Microsoft Excel', 'Microsoft Office', ""Master's degree"", ""Bachelor's degree"", 'Forecasting', 'Entry level']",65350.0,Data Analyst
Order Data Integrity Analyst (Contractor),"Amplify Education, Inc.",Remote,Unknown,Full-time,26.0,26.0,Hour,0.9583333333333334,"['Microsoft Excel', 'Mid-level', 'Snowflake', 'SQL', 'Project management', 'PostgreSQL']",26.0,Data Analyst
Management Analyst,San Gabriel Valley Council of Governments,Monrovia,CA,Full-time,69309.0,95544.0,Year,12.0,['Mid-level'],82426.5,Data Analyst
Data Analyst,PrimeSouth Bank,Brunswick,GA,Full-time,62325.87219178082,84745.32857020549,Year,1.0,"['Power BI', 'Microsoft Excel', 'Regulatory reporting', 'Business analysis', 'Data analysis skills', 'Mid-level', 'Tableau', 'Finance', 'SQL', 'Customer segmentation', ""Bachelor's degree"", 'Attention to detail', 'Financial services', '1 year', 'Data visualization', 'Critical thinking', 'Communication skills']",73535.60038099316,Data Analyst
Temp Junior Analyst,Community Health Centers of the Central Coast,Santa Maria,CA,Unknown,21.0,21.0,Hour,1.0,"['Google Suite', 'Microsoft Excel', 'Microsoft Office', 'Finance', 'Analysis skills', 'Organizational skills', 'Business Administration', 'Business', ""Associate's degree""]",21.0,Data Analyst
Master Timekeeper Analyst,Ascension,Remote,Unknown,Full-time,62325.87219178082,84745.32857020549,Year,0.4166666666666667,"['Mid-level', 'High school diploma or GED', ""Bachelor's degree"", ""Associate's degree""]",73535.60038099316,Data Analyst
Data Analytics Specialist,Freeman,Joplin,MO,Full-time,62325.87219178082,84745.32857020549,Year,14.0,"['Bachelor of Science', 'Meditech', 'Mid-level', 'Finance', ""Bachelor's degree"", 'Accounting', 'Computer skills']",73535.60038099316,Data Analyst
Data Management Analyst,SilverEdge,Fort Meade,MD,Full-time,208000.0,259000.0,Year,14.0,['Mid-level'],233500.0,Data Analyst
Business Analyst,U-Haul,Tempe,AZ,Full-time,54300.0,69700.0,Year,14.0,"['Mid-level', '3 years', ""Bachelor's degree""]",62000.0,Data Analyst
Analytics Data Specialist,"Wauseon Machine & Manufacturing, Inc.",Wauseon,OH,Part-time,18.0,25.0,Hour,10.0,"['Microsoft Excel', 'Data structures', 'Information Systems', 'SQL', 'Analysis skills', 'Systems engineering']",21.5,Data Analyst
eCommerce Data Specialist,Tharaldson Hospitality,Las Vegas,NV,Full-time,62325.87219178082,84745.32857020549,Year,5.0,"['Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Mid-level', ""Driver's License"", 'Computer skills', '1 year']",73535.60038099316,Data Analyst
Crimes Analyst,New Hanover County,Wilmington,NC,Full-time,62325.87219178082,84745.32857020549,Year,12.0,"['Criminology', 'Report writing', 'Mid-level', 'Criminal Justice', 'SQL', 'Analysis skills', ""Bachelor's degree"", 'SPSS', '2 years', 'Communication skills']",73535.60038099316,Data Analyst
Business Analyst GIS,Precision Valley Communications VT,Billerica,MA,Full-time,50000.0,55000.0,Year,11.0,"['Microsoft Excel', 'Organizational skills', 'Office management', 'Communication skills', 'Entry level', 'Under 1 year']",52500.0,Data Analyst
Process Optimization Analyst,Excell Marketing LC,Los Angeles,CA,Full-time,65000.0,69000.0,Year,11.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Data analysis skills', 'Process improvement', 'Microsoft Office', 'Process mapping', 'Analysis skills', 'Organizational skills', 'Communication skills']",67000.0,Data Analyst
Business Analyst 2,Commonwealth of Pennsylvania,Harrisburg,PA,Full-time,58035.0,88235.0,Year,12.0,"['5 years', 'Mid-level']",73135.0,Data Analyst
Exceptions Analyst,Conservice LLC,Logan,UT,Unknown,13.75,13.75,Hour,12.0,"['Microsoft Excel', 'High school diploma or GED']",13.75,Data Analyst
Data Analyst,Adams Property Group,Charleston,SC,Full-time,51000.0,63000.0,Year,12.0,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Outlook', 'Management', 'Mid-level', 'Microsoft Office', 'Financial analysis', '3 years', 'Finance', 'Project management', ""Bachelor's degree"", 'Accounting', 'Communication skills']",57000.0,Data Analyst
Data Analyst II,GUNNISON COUNTY,Gunnison,CO,Full-time,5421.38,6172.38,Year,12.0,"['Mid-level', 'High school diploma or GED', ""Driver's License""]",5796.88,Data Analyst
"Super User Data Analyst, Warehouse",APL Logistics,Sacramento,CA,Full-time,64480.0,71384.0,Year,1.0,"['Microsoft Powerpoint', 'Bilingual', 'Data modeling', 'Microsoft Excel', 'Data mining', 'Inventory management', 'Warehouse management system', 'English', 'Mid-level', 'Data analytics', 'Warehouse experience', 'LMS', 'Distribution center', 'Leadership', '2 years', 'Communication skills', 'Time management']",67932.0,Data Analyst
Data Specialist,True North Classical Academy,Miami,FL,Unknown,45100.0,55700.0,Year,1.0,"['System administration', 'Mid-level', 'Analysis skills', 'Data classification', 'Continuous improvement', 'Data entry', 'Organizational skills', 'Cleaning', '2 years']",50400.0,Data Analyst
